#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	ORF_Start	coding_probability	label
SRR31451042.131968	670	66	0.3213	10.182475090026855	1	405	0.0403156	noncoding
SRR31451030.54044	673	66	0.3213	10.182475090026855	1	408	0.0403156	noncoding
SRR31451035.59713	1007	102	0.33123	7.668568992614747	1	412	0.152506	noncoding
SRR31451039.181000	670	66	0.35545	10.182475090026855	1	405	0.0511471	noncoding
SRR31451037.59794	1286	88	0.34975999999999996	6.037687873840332	1	416	0.144984	noncoding
SRR31451021.116858	537	66	0.36771000000000004	10.182475090026855	1	272	0.0571198	noncoding
ENST00000703085.1	486	66	0.34851	10.182475090026855	1	221	0.0483117	noncoding
ENST00000703026.1	617	66	0.3678	10.182475090026855	1	352	0.0571687	noncoding
SRR31451039.76794	1378	109	0.30307000000000006	9.63114147186279	1	790	0.1273	noncoding
ENST00000703098.1	428	66	0.41077	10.182475090026855	1	163	0.0930725	noncoding
SRR31451040.61297	435	66	0.35592999999999997	10.182475090026855	1	170	0.0513569	noncoding
ENST00000700991.1	888	140	0.31693	7.631623649597168	1	179	0.457803	noncoding
ENST00000703029.1	788	66	0.30794	10.182475090026855	1	523	0.0380369	noncoding
SRR31451029.151487	1322	105	0.29762000000000005	6.989740943908691	1	718	0.152148	noncoding
ENST00000465270.6	540	66	0.39046000000000003	10.182475090026855	1	275	0.0724507	noncoding
SRR31451036.114610	546	66	0.39193	10.182475090026855	1	281	0.0736843	noncoding
SRR31451025.287678	704	127	0.30964	7.652256202697754	1	62	0.297198	noncoding
SRR31451039.17049	474	66	0.36343000000000003	10.182475090026855	1	209	0.054883	noncoding
SRR31451024.157128	1082	102	0.31061	7.668568992614747	1	487	0.12573	noncoding
SRR31451036.155972	758	66	0.31877999999999995	10.182475090026855	1	493	0.0398041	noncoding
SRR31451029.71358	941	76	0.32014000000000004	9.58781871795654	1	370	0.0518084	noncoding
SRR31451037.88100	884	66	0.32014000000000004	10.182475090026855	1	619	0.0400755	noncoding
SRR31451038.52100	1002	66	0.35301000000000005	10.182475090026855	1	737	0.0501087	noncoding
SRR31451041.77320	507	66	0.37187	10.182475090026855	1	242	0.0594661	noncoding
SRR31451042.82285	603	73	0.42907	6.526105308532714	1	95	0.132246	noncoding
SRR31451032.92962	760	66	0.31113	10.182475090026855	1	495	0.0384831	noncoding
SRR31451036.52693	482	66	0.35081999999999997	10.182475090026855	1	217	0.0492155	noncoding
SRR31451030.36030	644	66	0.33487	10.182475090026855	1	379	0.0437218	noncoding
SRR31451029.36859	485	66	0.35081999999999997	10.182475090026855	1	220	0.0492155	noncoding
SRR31451020.236509	486	66	0.3502	10.182475090026855	1	221	0.0489691	noncoding
SRR31451037.115354	498	66	0.3155	10.182475090026855	1	233	0.0391948	noncoding
SRR31451039.119802	387	66	0.40963	10.182475090026855	1	122	0.0916813	noncoding
SRR31451041.32665	413	66	0.35709	10.182475090026855	1	148	0.0518715	noncoding
SRR31451017.137526	488	66	0.3502	10.182475090026855	1	223	0.0489691	noncoding
SRR31451018.69357	514	66	0.34317	10.182475090026855	1	249	0.0463671	noncoding
SRR31451020.147409	500	66	0.3155	10.182475090026855	1	235	0.0391948	noncoding
SRR31451021.29109	766	66	0.31113	10.182475090026855	1	501	0.0384831	noncoding
SRR31451021.80666	648	66	0.36357	10.182475090026855	1	383	0.0549535	noncoding
SRR31451023.128240	610	73	0.42907	6.526105308532714	1	102	0.132246	noncoding
SRR31451023.57705	488	66	0.3502	10.182475090026855	1	223	0.0489691	noncoding
SRR31451024.70026	510	66	0.38345	10.182475090026855	1	245	0.0670201	noncoding
SRR31451025.103546	757	66	0.35292999999999997	10.182475090026855	1	492	0.0500755	noncoding
SRR31451025.155665	488	66	0.3502	10.182475090026855	1	223	0.0489691	noncoding
SRR31451025.203737	610	73	0.42907	6.526105308532714	1	102	0.132246	noncoding
SRR31451025.266336	599	66	0.36938	10.182475090026855	1	334	0.0580405	noncoding
SRR31451025.28037	729	66	0.32851	10.182475090026855	1	464	0.0419873	noncoding
SRR31451025.369198	766	66	0.31113	10.182475090026855	1	501	0.0384831	noncoding
SRR31451025.401951	388	66	0.38708	10.182475090026855	1	123	0.0697425	noncoding
SRR31451028.121496	514	66	0.34317	10.182475090026855	1	249	0.0463671	noncoding
SRR31451029.133197	610	73	0.42907	6.526105308532714	1	102	0.132246	noncoding
SRR31451030.131377	388	66	0.38708	10.182475090026855	1	123	0.0697425	noncoding
SRR31451036.124198	648	66	0.36357	10.182475090026855	1	383	0.0549535	noncoding
SRR31451036.55079	388	66	0.38708	10.182475090026855	1	123	0.0697425	noncoding
SRR31451037.56341	648	66	0.36357	10.182475090026855	1	383	0.0549535	noncoding
SRR31451038.60883	488	66	0.3502	10.182475090026855	1	223	0.0489691	noncoding
SRR31451039.151878	766	66	0.31113	10.182475090026855	1	501	0.0384831	noncoding
SRR31451039.172699	648	66	0.36357	10.182475090026855	1	383	0.0549535	noncoding
SRR31451040.40368	648	66	0.36357	10.182475090026855	1	383	0.0549535	noncoding
SRR31451041.6551	488	66	0.3502	10.182475090026855	1	223	0.0489691	noncoding
SRR31451042.146578	388	66	0.38708	10.182475090026855	1	123	0.0697425	noncoding
SRR31451037.42732	589	86	0.41154999999999997	9.89604206085205	1	42	0.213349	noncoding
SRR31451030.70460	626	86	0.39105	9.89604206085205	1	79	0.16304	noncoding
SRR31451017.176999	761	140	0.32555	9.399313163757324	1	80	0.392237	noncoding
SRR31451025.324829	531	66	0.35345	10.182475090026855	1	266	0.0502926	noncoding
ENST00000489877.6	913	75	0.34111	8.493919181823731	1	427	0.0527095	noncoding
ENST00000702513.1	489	66	0.42562000000000005	10.182475090026855	1	224	0.114493	noncoding
ENST00000702912.1	791	75	0.33679000000000003	11.178576087951662	1	305	0.0606484	noncoding
SRR31451017.68133	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451020.227265	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451022.9964	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451024.248398	550	66	0.33567	10.182475090026855	1	285	0.0439576	noncoding
SRR31451024.291828	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451025.173233	641	66	0.32857000000000003	10.182475090026855	1	376	0.0420025	noncoding
SRR31451025.183614	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451029.75932	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451034.78830	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451036.3538	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451038.20220	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451039.59850	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
SRR31451040.42538	464	66	0.35548	10.182475090026855	1	199	0.0511602	noncoding
ENST00000357975.5	830	66	0.31363	10.182475090026855	1	565	0.0388762	noncoding
ENST00000702128.1	674	73	0.42845	6.526105308532714	1	166	0.131546	noncoding
SRR31451021.51693	478	66	0.35373	10.182475090026855	1	213	0.0504103	noncoding
ENST00000702897.1	420	66	0.33611	10.182475090026855	1	155	0.044089	noncoding
SRR31451037.116240	507	66	0.33703	10.182475090026855	1	242	0.0443676	noncoding
ENST00000703048.1	691	66	0.40201	10.182475090026855	1	426	0.0831578	noncoding
ENST00000702972.1	922	66	0.43428000000000005	10.182475090026855	1	657	0.130377	noncoding
SRR31451017.49640	1174	66	0.38275000000000003	10.182475090026855	1	909	0.0665162	noncoding
SRR31451039.49161	688	105	0.31896	6.989740943908691	1	200	0.174892	noncoding
SRR31451026.71184	559	63	0.31177	6.226336479187012	1	197	0.0323404	noncoding
SRR31451034.118256	396	50	0.42962	10.54859104156494	-1	247	0.116101	noncoding
ENST00000368242.7	740	63	0.33371999999999996	6.226336479187012	1	378	0.0340388	noncoding
SRR31451038.89524	517	50	0.35852	10.54859104156494	-1	368	0.156462	noncoding
SRR31451029.89654	1272	109	0.34987999999999997	9.63114147186279	1	800	0.221164	noncoding
SRR31451034.92544	853	105	0.32665	6.989740943908691	1	365	0.187119	noncoding
SRR31451037.51986	617	63	0.30805	6.226336479187012	1	255	0.0324455	noncoding
SRR31451029.9931	524	50	0.30925	10.54859104156494	-1	375	0.184506	noncoding
SRR31451040.148252	627	63	0.32479	6.226336479187012	1	265	0.0328941	noncoding
SRR31451037.121256	494	73	0.42210999999999993	6.526105308532714	1	102	0.124278	noncoding
SRR31451035.615	517	86	0.39191	9.89604206085205	1	86	0.164845	noncoding
ENST00000702396.1	1334	109	0.32982	9.63114147186279	1	862	0.172127	noncoding
SRR31451023.139485	348	50	0.35565	10.54859104156494	-1	199	0.158666	noncoding
SRR31451030.68472	348	50	0.35565	10.54859104156494	-1	199	0.158666	noncoding
SRR31451031.8074	348	50	0.35565	10.54859104156494	-1	199	0.158666	noncoding
SRR31451032.14442	348	50	0.35565	10.54859104156494	-1	199	0.158666	noncoding
SRR31451035.22138	622	73	0.45659000000000005	6.526105308532714	1	230	0.15782	noncoding
ENST00000400991.7	709	50	0.39882999999999996	10.54859104156494	-1	560	0.128579	noncoding
SRR31451034.10200	541	63	0.31425	6.226336479187012	1	288	0.0323381	noncoding
SRR31451029.114155	627	84	0.35188	7.727624702453612	1	272	0.086832	noncoding
SRR31451021.49554	665	84	0.3627	7.727624702453612	1	310	0.0976374	noncoding
SRR31451033.95731	694	84	0.35844000000000004	7.727624702453612	1	344	0.093157	noncoding
SRR31451032.38105	854	84	0.34603	7.727624702453612	1	504	0.0817572	noncoding
SRR31451025.277137	659	84	0.3627	7.727624702453612	1	309	0.0976374	noncoding
SRR31451020.90482	682	84	0.32377	7.727624702453612	1	332	0.0669567	noncoding
SRR31451025.114890	854	116	0.32014000000000004	8.752372932434085	1	39	0.200117	noncoding
ENST00000702975.1	757	84	0.34608000000000005	7.727624702453612	1	407	0.0817983	noncoding
SRR31451029.37665	832	84	0.34304	7.727624702453612	1	482	0.079362	noncoding
ENST00000703083.1	1081	103	0.34579000000000004	5.566265296936035	1	305	0.322509	noncoding
SRR31451025.345726	1090	84	0.33567	7.727624702453612	1	740	0.0740113	noncoding
SRR31451028.115654	858	82	0.33139	6.695826530456543	1	264	0.0761838	noncoding
ENST00000703000.1	734	86	0.32669000000000004	6.695826530456543	1	179	0.0887235	noncoding
SRR31451025.172788	852	73	0.33981000000000006	9.825255775451659	1	541	0.0558166	noncoding
ENST00000702953.1	1391	121	0.33566	8.815938758850098	1	862	0.281608	noncoding
SRR31451039.135347	515	51	0.28587000000000007	8.884984397888186	-1	361	0.166647	noncoding
ENST00000702047.1	863	51	0.37009000000000003	8.884984397888186	-1	709	0.0808725	noncoding
SRR31451020.334526	740	28	0.37528	6.501209831237793	1	449	0.00592305	noncoding
SRR31451039.19829	356	66	0.36093	9.43515758514404	1	141	0.0482968	noncoding
SRR31451033.27483	405	66	0.42719999999999997	9.43515758514404	1	191	0.103418	noncoding
SRR31451036.70356	446	66	0.35408	9.43515758514404	1	232	0.0454381	noncoding
SRR31451037.126001	440	66	0.36092	9.43515758514404	1	226	0.0482923	noncoding
SRR31451042.13131	553	66	0.31561000000000006	9.43515758514404	1	339	0.0348645	noncoding
SRR31451017.148009	606	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451018.99608	606	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451019.36728	606	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451021.84513	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451022.9059	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451023.92804	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451024.164917	606	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451025.125944	460	73	0.38862	9.261092948913571	1	225	0.0858419	noncoding
SRR31451025.252744	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451028.98689	606	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451032.111082	606	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451032.67863	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451035.28442	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451038.58475	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451040.162894	606	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451040.585	567	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
ENST00000686995.1	566	66	0.35837	9.43515758514404	1	352	0.0471883	noncoding
ENST00000687189.1	628	66	0.31237000000000004	9.43515758514404	1	414	0.0343552	noncoding
ENST00000689238.1	589	66	0.34700000000000003	9.43515758514404	1	375	0.0428263	noncoding
SRR31451024.284878	566	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451030.111982	605	66	0.31561000000000006	9.43515758514404	1	392	0.0348645	noncoding
SRR31451036.158678	359	66	0.43303	9.43515758514404	1	155	0.112116	noncoding
SRR31451020.317458	971	107	0.38659	9.046671104431152	1	644	0.328556	noncoding
SRR31451039.112862	436	66	0.35408	9.43515758514404	1	232	0.0454381	noncoding
SRR31451021.99569	492	66	0.34615	9.43515758514404	1	288	0.0425347	noncoding
SRR31451017.113561	461	66	0.35797	9.43515758514404	1	257	0.0470195	noncoding
SRR31451026.46494	596	66	0.31237000000000004	9.43515758514404	1	392	0.0343552	noncoding
SRR31451027.6766	557	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451034.146841	596	66	0.31237000000000004	9.43515758514404	1	392	0.0343552	noncoding
SRR31451038.56242	596	66	0.31237000000000004	9.43515758514404	1	392	0.0343552	noncoding
SRR31451042.47915	557	66	0.36361	9.43515758514404	1	353	0.049511	noncoding
SRR31451019.52671	744	61	0.31507	9.648354530334473	-1	560	0.162779	noncoding
SRR31451025.286416	1009	86	0.36174	9.099921989440919	-1	751	0.114334	noncoding
SRR31451041.35849	527	51	0.28243	10.024398612976075	1	5	0.0243641	noncoding
SRR31451037.57021	365	32	0.32121	9.034357643127443	1	172	0.00908325	noncoding
ENST00000436905.5	1280	43	0.36793	5.42553195953369	1	809	0.0180727	noncoding
ENST00000424735.1	1461	47	0.31585	10.135606575012208	-1	1320	0.175388	noncoding
ENST00000653906.1	2214	89	0.37422	9.647194099426269	1	893	0.146801	noncoding
ENST00000437764.5	550	83	0.36393	11.306223487854005	1	3	0.0977153	noncoding
ENST00000423222.6	673	95	0.37803	10.650708961486817	1	114	0.189666	noncoding
SRR31451026.50083	580	95	0.38386999999999993	10.650708961486817	1	21	0.204463	noncoding
SRR31451017.160019	650	30	0.34622	10.461171913146973	1	395	0.013328	noncoding
ENST00000445339.1	688	67	0.28511000000000003	9.495564460754395	1	92	0.0338175	noncoding
ENST00000692439.1	512	35	0.36519999999999997	8.513968849182131	1	138	0.00987351	noncoding
ENST00000660480.3	553	35	0.35762	8.513968849182131	1	179	0.00953504	noncoding
SRR31451039.23377	622	38	0.37379	4.075321769714355	1	122	0.0286725	noncoding
SRR31451037.81684	1189	56	0.37529	9.099470710754396	1	358	0.0331359	noncoding
ENST00000390477.2	1331	74	0.37122	9.428259468078615	1	834	0.0752352	noncoding
SRR31451019.111945	1166	74	0.36458	9.428259468078615	1	651	0.0700892	noncoding
SRR31451019.122259	594	26	0.34095	4.529692649841309	1	208	0.00856884	noncoding
ENST00000669726.3	358	37	0.39244	8.017755699157714	1	153	0.0117173	noncoding
ENST00000654187.2	2148	57	0.33738	10.214515876770019	1	1306	0.0325205	noncoding
SRR31451017.40560	2036	120	0.2886	8.816776847839357	1	1513	0.161652	noncoding
ENST00000654590.2	1371	44	0.35175	6.476996421813964	1	950	0.0128596	noncoding
ENST00000554169.3	1042	97	0.27781	8.342096138000489	1	645	0.0808	noncoding
ENST00000522771.9	2642	118	0.31828999999999996	9.344450569152833	1	1628	0.19968	noncoding
ENST00000522618.1	1148	109	0.41427	4.764949226379394	1	613	0.770742	coding
ENST00000554441.7	2024	137	0.28952	8.667725944519042	1	1568	0.264778	noncoding
SRR31451018.49484	541	91	0.43485	6.809390830993652	1	134	0.323011	noncoding
SRR31451023.148216	647	91	0.43119999999999997	6.809390830993652	1	240	0.31414	noncoding
SRR31451020.345345	685	91	0.41725	6.809390830993652	1	278	0.278497	noncoding
SRR31451033.12769	725	91	0.43570000000000003	6.809390830993652	1	318	0.325035	noncoding
ENST00000390545.3	1116	197	0.43030000000000007	6.59328899383545	1	391	0.99753	coding
SRR31451017.186867	1102	195	0.42667	8.25970554351807	1	403	0.993939	coding
SRR31451017.120554	1061	197	0.44875000000000004	7.003723335266113	1	403	0.997806	coding
SRR31451017.113254	1060	197	0.43030000000000007	7.003723335266113	1	402	0.996945	coding
ENST00000390547.3	1112	140	0.43946	7.209366798400879	1	585	0.910144	coding
SRR31451031.79978	771	197	0.43692000000000003	7.003723335266113	1	47	0.997314	coding
SRR31451018.30252	698	91	0.41725	6.703045082092285	1	291	0.283933	noncoding
SRR31451028.105681	744	197	0.43570000000000003	6.957911109924316	1	19	0.99731	coding
ENST00000390551.6	1268	197	0.43407	6.957911109924316	1	543	0.997225	coding
SRR31451020.220171	776	89	0.41883	5.2187517166137685	1	387	0.407134	noncoding
ENST00000390559.6	1485	376	0.41968	6.320746040344238	1	235	1	coding
SRR31451033.48264	735	68	0.39051	8.523639106750487	1	216	0.0629677	noncoding
ENST00000447298.3	975	98	0.35776	8.591782188415529	1	67	0.165813	noncoding
ENST00000412788.6	1077	98	0.38305000000000006	7.769458198547364	1	175	0.232281	noncoding
ENST00000414790.9	1304	98	0.37348	8.591782188415529	1	396	0.200993	noncoding
ENST00000455942.4	784	151	0.41918	7.665044975280763	1	247	0.925151	coding
ENST00000702349.1	658	160	0.42443000000000003	8.276467323303226	1	94	0.953296	coding
ENST00000664276.1	1111	86	0.35216	8.38348484039307	1	740	0.0941613	noncoding
ENST00000531569.1	562	57	0.32954	11.567513847351076	1	174	0.0334354	noncoding
SRR31451029.111586	1048	44	0.36358999999999997	6.499106788635253	1	98	0.013744	noncoding
ENST00000663967.1	1069	53	0.34357	8.802529335021976	1	74	0.0215824	noncoding
SRR31451028.28870	1090	53	0.33148	8.802529335021976	1	91	0.0203059	noncoding
ENST00000658540.1	1093	53	0.34357	8.802529335021976	1	98	0.0215824	noncoding
SRR31451041.53872	880	39	0.31718	10.480447959899902	1	756	0.0179534	noncoding
SRR31451020.241075	865	39	0.31377	10.480447959899902	1	741	0.0180085	noncoding
SRR31451024.102759	890	39	0.33104	10.480447959899902	1	768	0.0180219	noncoding
SRR31451037.19313	788	39	0.31041	10.480447959899902	1	667	0.0180938	noncoding
SRR31451024.61067	752	39	0.30635999999999997	10.480447959899902	1	631	0.0182402	noncoding
SRR31451020.256386	912	39	0.31718	10.480447959899902	1	791	0.0179534	noncoding
SRR31451031.121332	904	38	0.33971999999999997	10.480447959899902	-1	790	0.167527	noncoding
SRR31451035.24494	776	36	0.31041	10.332235145568848	-1	667	0.185283	noncoding
ENST00000544550.6	1173	53	0.37903	8.802529335021976	1	91	0.0279644	noncoding
ENST00000660960.1	1695	44	0.37017	8.65496120452881	1	1030	0.0163087	noncoding
ENST00000685970.1	1224	46	0.37467	9.58994617462158	1	364	0.023287	noncoding
ENST00000508832.3	1199	47	0.28191	10.446279716491699	1	263	0.0245416	noncoding
ENST00000690327.2	1048	54	0.35909	8.93565654754639	1	656	0.025644	noncoding
ENST00000529369.2	632	55	0.4317	10.80652904510498	-1	468	0.132188	noncoding
ENST00000656330.1	545	40	0.37216000000000005	7.691247749328614	1	297	0.0113953	noncoding
SRR31451039.131881	1860	552	0.47681	8.09247455596924	1	86	1	coding
SRR31451030.75401	643	169	0.45395	5.610542869567872	1	18	0.993527	coding
ENST00000534079.5	654	71	0.38377	9.353089332580566	1	9	0.0750781	noncoding
ENST00000525928.5	729	33	0.35979	8.365046882629397	1	167	0.00842293	noncoding
SRR31451021.21392	494	28	0.33368	8.518997383117675	1	19	0.00656725	noncoding
SRR31451039.96960	1060	46	0.35673	7.939168739318848	1	540	0.0145144	noncoding
ENST00000530769.5	2106	77	0.29833	8.551940727233887	1	289	0.0433948	noncoding
SRR31451019.54838	668	33	0.3335	8.365046882629397	1	167	0.00785717	noncoding
SRR31451029.183259	1479	52	0.3668	9.434448432922363	1	985	0.0276605	noncoding
SRR31451027.50877-1	584	27	0.37605000000000005	5.948450660705566	1	185	0.00619205	noncoding
SRR31451037.80563	858	46	0.33272	7.939168739318848	1	340	0.0130262	noncoding
SRR31451025.332445	1058	46	0.35673	7.939168739318848	1	540	0.0145144	noncoding
SRR31451040.26524	975	42	0.34065	8.032647895812985	1	12	0.0112477	noncoding
SRR31451027.27305	629	46	0.34063	7.939168739318848	1	182	0.0133936	noncoding
SRR31451020.116818	987	46	0.37596	7.939168739318848	1	540	0.0165324	noncoding
ENST00000526605.6	1630	53	0.34897	4.0500284194946286	1	287	0.0579079	noncoding
ENST00000666993.1	3011	65	0.29327	8.89014186859131	1	2211	0.0291514	noncoding
ENST00000689463.1	682	35	0.36483	5.872059059143066	1	332	0.00946371	noncoding
ENST00000500537.2	1832	71	0.34712999999999994	8.523768043518068	1	803	0.0468094	noncoding
ENST00000669306.2	1658	94	0.28572000000000003	9.57905101776123	1	863	0.0732261	noncoding
SRR31451020.38914	1032	94	0.31116000000000005	9.57905101776123	1	256	0.0874321	noncoding
ENST00000693154.2	798	65	0.35749	9.499625968933106	1	304	0.0453709	noncoding
ENST00000691884.2	732	94	0.34315	9.57905101776123	1	164	0.121863	noncoding
ENST00000529823.2	2711	58	0.2831	9.7949556350708	1	2009	0.0278164	noncoding
ENST00000664908.1	3019	58	0.29519	9.7949556350708	1	2319	0.0273553	noncoding
SRR31451025.21895	2710	68	0.27643	8.538337898254394	1	952	0.0319727	noncoding
ENST00000416725.3	678	39	0.33277	9.514131355285645	1	297	0.0139136	noncoding
ENST00000663345.1	978	53	0.32233	6.694348716735839	1	802	0.0179764	noncoding
ENST00000452919.1	584	43	0.41323	6.53167552947998	1	439	0.0193331	noncoding
ENST00000685076.2	550	84	0.37140000000000006	5.043914985656738	1	136	0.224869	noncoding
ENST00000660127.1	1898	57	0.37308	9.573829078674315	1	1659	0.0374062	noncoding
SRR31451025.401103	558	47	0.28447	9.690710258483886	1	222	0.0198868	noncoding
SRR31451025.357489	1404	74	0.32508	8.988069343566895	1	1119	0.0465537	noncoding
ENST00000431558.1	614	76	0.44245999999999996	11.646552085876465	1	27	0.213795	noncoding
ENST00000424691.2	1101	92	0.41039	7.002131843566894	1	446	0.263971	noncoding
ENST00000658562.1	805	40	0.3305	6.498140525817871	1	203	0.00972643	noncoding
ENST00000424349.1	3533	74	0.30235	6.806378364562988	1	2425	0.0457096	noncoding
ENST00000655760.1	2512	79	0.30882	7.76360378265381	1	652	0.0494306	noncoding
SRR31451039.2928	3142	53	0.31261000000000005	9.698639869689941	1	82	0.02326	noncoding
SRR31451019.33745	382	21	0.37949	10.834250450134277	1	132	0.0110546	noncoding
ENST00000434363.3	663	47	0.33494	11.13383502960205	1	410	0.0257287	noncoding
ENST00000692276.1	1908	75	0.3399	9.202104377746583	1	996	0.0559208	noncoding
ENST00000478666.6	680	77	0.42078	11.711342811584473	1	1	0.149605	noncoding
SRR31451025.84358	858	71	0.44187	9.348576545715332	1	83	0.158455	noncoding
ENST00000665741.1	1028	109	0.32915	4.898748207092285	1	564	0.45605	noncoding
SRR31451035.13862	1032	116	0.39003	5.323164939880371	1	22	0.709318	coding
ENST00000511301.1	1247	35	0.34813	7.9068700790405275	1	1102	0.00808419	noncoding
SRR31451031.18579	1463	89	0.31970000000000004	11.646552085876465	1	195	0.0717569	noncoding
ENST00000500232.3	2310	89	0.33893	11.646552085876465	1	183	0.0835693	noncoding
ENST00000461864.7	746	64	0.31333	5.053804969787596	1	392	0.0553018	noncoding
ENST00000670711.1	421	64	0.37183	5.053804969787596	1	84	0.0769583	noncoding
ENST00000467198.1	252	53	0.37426	9.744928169250485	-1	93	0.111619	noncoding
ENST00000668118.1	737	90	0.36836	9.864903831481932	-1	466	0.14043	noncoding
SRR31451025.117481	306	53	0.38756999999999997	6.691336250305175	1	54	0.0270941	noncoding
ENST00000657986.1	1852	70	0.34295	9.09695644378662	1	330	0.0463266	noncoding
ENST00000476964.6	3108	53	0.3118	11.999967765808105	1	910	0.0280714	noncoding
ENST00000645583.2	1788	70	0.34295	9.09695644378662	1	284	0.0463266	noncoding
ENST00000477928.1	3189	58	0.2831	9.181216621398928	1	147	0.0246484	noncoding
SRR31451040.112447	1078	62	0.4494	11.474743843078613	1	42	0.146637	noncoding
SRR31451025.282010	1486	49	0.37120000000000003	6.208375358581542	1	422	0.0204904	noncoding
SRR31451030.35458	1137	49	0.41428	6.208375358581542	1	29	0.0302543	noncoding
SRR31451034.96463	1053	49	0.42636999999999997	6.208375358581542	1	20	0.0334475	noncoding
SRR31451017.15379	1037	32	0.41774999999999995	6.07122287750244	1	33	0.0111283	noncoding
ENST00000482098.1	1647	50	0.36699000000000004	11.927182960510255	1	396	0.0289565	noncoding
ENST00000655253.1	1387	61	0.27918000000000004	9.94007396697998	1	632	0.0313843	noncoding
ENST00000447982.8	1104	71	0.38576	11.999967765808105	1	36	0.0664419	noncoding
ENST00000414354.3	694	25	0.37813	11.999967765808105	1	76	0.0127418	noncoding
SRR31451019.16112	589	25	0.31235999999999997	11.999967765808105	1	81	0.0150213	noncoding
SRR31451031.43304	584	14	0.41170999999999996	4.812011909484863	1	442	0.00554396	noncoding
SRR31451032.18130	412	14	0.45493999999999996	4.812011909484863	1	277	0.00643537	noncoding
SRR31451036.105297	433	104	0.43987000000000004	9.651449012756348	1	69	0.53948	coding
SRR31451039.50324	2141	257	0.45064000000000004	4.519177436828613	1	184	0.999993	coding
ENST00000690192.1	2487	115	0.39335000000000003	9.245427131652832	1	792	0.451886	noncoding
SRR31451020.37143	1157	89	0.44553999999999994	8.757143592834474	1	56	0.3309	noncoding
SRR31451024.58644	910	40	0.39896	5.31566219329834	1	184	0.0208403	noncoding
SRR31451025.257547	1816	53	0.30577	5.353573799133301	1	1537	0.0281102	noncoding
SRR31451042.63841	1320	53	0.30829	5.353573799133301	1	1041	0.0277288	noncoding
ENST00000551938.1	1117	53	0.32182	5.353573799133301	1	838	0.0267447	noncoding
SRR31451017.90574	4333	129	0.28338	5.719162178039551	1	309	0.510843	coding
SRR31451025.222935	3774	79	0.28334000000000004	8.98297634124756	1	3493	0.0457433	noncoding
SRR31451029.40026	1929	68	0.32104	7.998995399475097	1	79	0.0330125	noncoding
SRR31451017.122282	1934	79	0.28358	8.98297634124756	1	1635	0.0457545	noncoding
SRR31451020.243820	1805	79	0.27893	8.98297634124756	1	1524	0.0456547	noncoding
SRR31451024.207387	970	53	0.30493	7.804881095886231	1	667	0.0168662	noncoding
SRR31451037.135022	985	53	0.28491	7.804881095886231	1	667	0.0179776	noncoding
SRR31451030.27834	1503	79	0.27665	8.98297634124756	1	1222	0.045699	noncoding
SRR31451028.23766	1801	168	0.38859	9.841953086853025	1	437	0.898154	coding
SRR31451024.39921	1619	168	0.36597	9.841953086853025	1	255	0.82631	coding
SRR31451025.263086	4150	119	0.32072	10.846306037902831	1	2933	0.181529	noncoding
ENST00000566760.1	571	110	0.38835	4.666163063049316	1	1	0.719583	coding
ENST00000313807.5	1546	60	0.28243	5.651182746887207	1	135	0.0422837	noncoding
SRR31451019.127261	1655	80	0.31857	9.342645454406739	1	107	0.0573636	noncoding
ENST00000418824.3	627	166	0.43598	10.433450508117673	1	25	0.962549	coding
