miRNA	target_accession	score	acc_clean	SYMBOL	ENTREZID
hsa-miR-6756-5p	NM_000612	96.2323862171401	NM_000612	IGF2	3481
hsa-miR-6756-5p	NM_001080495	86.061574340399	NM_001080495	TNRC18	84629
hsa-miR-6756-5p	NM_012231	83.3805	NM_012231	PRDM2	7799
hsa-miR-6756-5p	NM_001962	93.2408889873967	NM_001962	EFNA5	1946
hsa-miR-6756-5p	NM_005076	82.7063071626777	NM_005076	CNTN2	6900
hsa-miR-6756-5p	NM_001305121	80.0741	NM_001305121	IQCK	124152
hsa-miR-6756-5p	NM_018234	88.2166830916265	NM_018234	STEAP3	55240
hsa-miR-6756-5p	NM_171982	82.7842	NM_171982	TRIM35	23087
hsa-miR-6756-5p	NM_001185157	89.2427237551	NM_001185157	IL24	11009
hsa-miR-6756-5p	NM_001245005	99.7394737481038	NM_001245005	NFIC	4782
hsa-miR-6756-5p	NM_018205	80.6421265918	NM_018205	LRRC20	55222
hsa-miR-6756-5p	NM_001253845	96.798475702068	NM_001253845	ADM2	79924
hsa-miR-6756-5p	NM_001040664	80.5024	NM_001040664	PPAN-P2RY11	692312
hsa-miR-6756-5p	NM_003253	95.8340615295712	NM_003253	TIAM1	7074
hsa-miR-6756-5p	NM_145173	95.7877779879571	NM_145173	DIRAS1	148252
hsa-miR-6756-5p	NM_001009955	87.1251989158591	NM_001009955	SSBP3	23648
hsa-miR-6756-5p	NM_003735	92.5201858383339	NM_003735	PCDHGA12	26025
hsa-miR-6756-5p	NM_001289823	81.7614275006222	NM_001289823	FURIN	5045
hsa-miR-6756-5p	NM_007081	92.284660086783	NM_007081	RABL2B	11158
hsa-miR-6756-5p	NM_001321421	91.051484623	NM_001321421	ARHGDIB	397
hsa-miR-6756-5p	NM_001321364	92.5440944175107	NM_001321364	SLC43A2	124935
hsa-miR-6756-5p	NM_001318918	82.0100286204465	NM_001318918	GLIS2	84662
hsa-miR-6756-5p	NM_024772	81.4184	NM_024772	ZMYM1	79830
hsa-miR-6756-5p	NM_001280551	93.7689145114439	NM_001280551	PAX5	5079
hsa-miR-6756-5p	NM_001164181	84.8097	NM_001164181	ENTPD1	953
hsa-miR-6756-5p	NM_001114600	95.0616584805663	NM_001114600	SZRD1	26099
hsa-miR-6756-5p	NM_015075	99.5042237350762	NM_015075	IQSEC2	23096
hsa-miR-6756-5p	NM_013412	91.2265037886914	NM_013412	RABL2A	11159
hsa-miR-6756-5p	NM_003482	83.8610515318396	NM_003482	KMT2D	8085
hsa-miR-6756-5p	NM_001303128	80.1133	NM_001303128	DNAJC5G	285126
hsa-miR-6756-5p	NM_031231	90.54732	NM_031231	NECAB3	63941
hsa-miR-6756-5p	NM_001271043	96.5700410164429	NM_001271043	NFIX	4784
hsa-miR-6756-5p	NM_023015	80.5504	NM_023015	INTS3	65123
hsa-miR-6756-5p	NM_004920	86.8550716017927	NM_004920	AATK	9625
hsa-miR-6756-5p	NM_138457	83.7173794084471	NM_138457	FOXP4	116113
hsa-miR-6756-5p	NM_153025	86.0753503022761	NM_153025	SPATA33	124045
hsa-miR-6756-5p	NM_001277961	90.309964998985	NM_001277961	STIM1	6786
hsa-miR-6756-5p	NM_020695	84.0054980783815	NM_020695	REXO1	57455
hsa-miR-6756-5p	NM_003528	91.329292949	NM_003528	H2BC21	8349
hsa-miR-6756-5p	NM_014256	89.0613886168	NM_014256	B3GNT3	10331
hsa-miR-6756-5p	NM_012266	81.6642206961379	NM_012266	DNAJB5	25822
hsa-miR-6756-5p	NM_001135004	81.6642206961379	NM_001135004	DNAJB5	25822
hsa-miR-6756-5p	NM_003076	86.7827714409402	NM_003076	SMARCD1	6602
hsa-miR-6756-5p	NM_006640	88.1297362227683	NM_006640	SEPTIN9	10801
hsa-miR-6756-5p	NM_001142290	82.8733411693426	NM_001142290	MGRN1	23295
hsa-miR-6756-5p	NM_000801	93.57662649422	NM_000801	FKBP1A	2280
hsa-miR-6756-5p	NM_004106	83.8101	NM_004106	FCER1G	2207
hsa-miR-6756-5p	NM_021959	85.5319221904	NM_021959	PPP1R11	6992
hsa-miR-6756-5p	NM_001144825	82.422	NM_001144825	RUNDC3A	10900
hsa-miR-6756-5p	NM_001320302	82.8022565014686	NM_001320302	FAM78B	149297
hsa-miR-6756-5p	NM_173650	80.0914	NM_173650	DNAJC5G	285126
hsa-miR-6756-5p	NM_001204218	81.45821336	NM_001204218	NOS1	4842
hsa-miR-6756-5p	NM_001113494	88.1297362227683	NM_001113494	SEPTIN9	10801
hsa-miR-6756-5p	NM_025250	95.9518309865313	NM_025250	TTYH3	80727
hsa-miR-6756-5p	NM_194460	86.9555173025	NM_194460	RNF126	55658
hsa-miR-6756-5p	NM_001164271	82.7604706025523	NM_001164271	DLC1	10395
hsa-miR-6756-5p	NM_013999	80.2454057944232	NM_013999	MEOX1	4222
hsa-miR-6756-5p	NM_007072	85.7977655508718	NM_007072	HHLA2	11148
hsa-miR-6756-5p	NM_001012264	86.0649409509	NM_001012264	RNASE13	440163
hsa-miR-6756-5p	NM_014631	81.2841221732989	NM_014631	SH3PXD2A	9644
hsa-miR-6756-5p	NM_020251	81.6633994573618	NM_020251	ARRB1	408
hsa-miR-6756-5p	NM_001199172	98.8527496222831	NM_001199172	MGAT5B	146664
hsa-miR-6756-5p	NM_001304944	95.16209	NM_001304944	DNAJC22	79962
hsa-miR-6756-5p	NM_014231	91.7597123764724	NM_014231	VAMP1	6843
hsa-miR-6756-5p	NM_198955	98.0882080777819	NM_198955	MGAT5B	146664
hsa-miR-6756-5p	NM_006094	82.7604706025523	NM_006094	DLC1	10395
hsa-miR-6756-5p	NM_001271869	95.0616584805663	NM_001271869	SZRD1	26099
hsa-miR-6756-5p	NM_138637	87.6726161816965	NM_138637	STEAP3	55240
hsa-miR-6756-5p	NM_001190202	96.5848171320319	NM_001190202	CES4A	283848
hsa-miR-6756-5p	NM_020698	81.584709725006	NM_020698	TMCC3	57458
hsa-miR-6756-5p	NM_173674	94.53105	NM_173674	DCBLD1	285761
hsa-miR-6756-5p	NM_001278213	80.6421265918	NM_001278213	LRRC20	55222
hsa-miR-6756-5p	NM_001289410	88.1572	NM_001289410	VCF1	84923
hsa-miR-6756-5p	NM_002045	90.0559782456	NM_002045	GAP43	2596
hsa-miR-6756-5p	NM_182894	94.2771084413102	NM_182894	VSX2	338917
hsa-miR-6756-5p	NM_001293698	88.1297362227683	NM_001293698	SEPTIN9	10801
hsa-miR-6756-5p	NM_013358	86.4411	NM_013358	PADI1	29943
hsa-miR-6756-5p	NM_020218	91.4200798992622	NM_020218	ATXN7L3	56970
hsa-miR-6756-5p	NM_000142	89.2535988023203	NM_000142	FGFR3	2261
hsa-miR-6756-5p	NM_003045	85.3295421014419	NM_003045	SLC7A1	6541
hsa-miR-6756-5p	NM_153487	90.1356126463135	NM_153487	MDGA1	266727
hsa-miR-6756-5p	NM_001001331	85.3080559815959	NM_001001331	ATP2B2	491
hsa-miR-6756-5p	NM_002531	81.4933177985801	NM_002531	NTSR1	4923
hsa-miR-6756-5p	NM_001271629	90.625075169612	NM_001271629	MEF2D	4209
hsa-miR-6756-5p	NM_014796	84.8219120827	NM_014796	TESPA1	9840
hsa-miR-6756-5p	NM_152735	87.9124	NM_152735	ZBTB9	221504
hsa-miR-6756-5p	NM_001130921	92.284660086783	NM_001130921	RABL2B	11158
hsa-miR-6756-5p	NM_001038	91.2951561799	NM_001038	SCNN1A	6337
hsa-miR-6756-5p	NM_001113492	88.1297362227683	NM_001113492	SEPTIN9	10801
hsa-miR-6756-5p	NM_001282557	85.7977655508718	NM_001282557	HHLA2	11148
hsa-miR-6756-5p	NM_001145797	84.5353395765528	NM_001145797	SH2B1	25970
hsa-miR-6756-5p	NM_014286	82.7432642876188	NM_014286	NCS1	23413
hsa-miR-6756-5p	NM_001321423	91.051484623	NM_001321423	ARHGDIB	397
hsa-miR-6756-5p	NM_207518	85.0053160746461	NM_207518	PRKACA	5566
hsa-miR-6756-5p	NM_004527	80.6221514042757	NM_004527	MEOX1	4222
hsa-miR-6756-5p	NM_001289089	81.4184	NM_001289089	ZMYM1	79830
hsa-miR-6756-5p	NM_001300792	81.2499744655	NM_001300792	KIF3A	11127
hsa-miR-6756-5p	NM_001318506	96.7531772718212	NM_001318506	CES4A	283848
hsa-miR-6756-5p	NM_001205317	95.497467967525	NM_001205317	RIMS4	140730
hsa-miR-6756-5p	NM_001252102	85.0134088290051	NM_001252102	KIF21B	23046
hsa-miR-6756-5p	NM_004860	85.2535	NM_004860	FXR2	9513
hsa-miR-6756-5p	NM_003670	80.8573575526713	NM_003670	BHLHE40	8553
hsa-miR-6756-5p	NM_001248007	86.3560153289286	NM_001248007	TRIM3	10612
hsa-miR-6756-5p	NM_001159576	91.2951561799	NM_001159576	SCNN1A	6337
hsa-miR-6756-5p	NM_001284499	92.5440944175107	NM_001284499	SLC43A2	124935
hsa-miR-6756-5p	NM_001242855	92.7005408001	NM_001242855	ARFIP2	23647
hsa-miR-6756-5p	NM_199245	92.0106478468506	NM_199245	VAMP1	6843
hsa-miR-6756-5p	NM_001271803	96.5956544980808	NM_001271803	REEP2	51308
hsa-miR-6756-5p	NM_000080	97.7641479195389	NM_000080	CHRNE	1145
hsa-miR-6756-5p	NM_004608	91.6705109641692	NM_004608	TBX6	6911
hsa-miR-6756-5p	NM_001199860	93.4807345767114	NM_001199860	KCNAB2	8514
hsa-miR-6756-5p	NM_003458	80.8392225935817	NM_003458	BSN	8927
hsa-miR-6756-5p	NM_002501	96.5137292772518	NM_002501	NFIX	4784
hsa-miR-6756-5p	NM_001318792	80.5551616808254	NM_001318792	TMEM63B	55362
hsa-miR-6756-5p	NM_015107	85.8880082930731	NM_015107	PHF8	23133
hsa-miR-6756-5p	NM_002748	80.7162	NM_002748	MAPK6	5597
hsa-miR-6756-5p	NM_001040002	80.6221514042757	NM_001040002	MEOX1	4222
hsa-miR-6756-5p	NM_001114133	80.0608385410025	NM_001114133	SYNPO2L	79933
hsa-miR-6756-5p	NM_001204213	81.45821336	NM_001204213	NOS1	4842
hsa-miR-6756-5p	NM_005620	83.9050419795	NM_005620	S100A11	6282
hsa-miR-6756-5p	NM_001303234	81.4937	NM_001303234	ISG20	3669
hsa-miR-6756-5p	NM_001193288	81.3197005264358	NM_001193288	SLC24A2	25769
hsa-miR-6756-5p	NM_001098819	91.64665	NM_001098819	PDE4C	5143
hsa-miR-6756-5p	NM_014907	90.9291040508	NM_014907	FRMPD1	22844
hsa-miR-6756-5p	NM_001256667	85.0598	NM_001256667	FAM193A	8603
hsa-miR-6756-5p	NM_144675	89.4027770970092	NM_144675	GSG1L	146395
hsa-miR-6756-5p	NM_182970	95.497467967525	NM_182970	RIMS4	140730
hsa-miR-6756-5p	NM_001184945	89.4405830140181	NM_001184945	FAM219A	203259
hsa-miR-6756-5p	NM_001280555	93.7689145114439	NM_001280555	PAX5	5079
hsa-miR-6756-5p	NM_032408	86.4476297071	NM_032408	BAZ1B	9031
hsa-miR-6756-5p	NM_001178065	94.32521590409	NM_001178065	CASR	846
hsa-miR-6756-5p	NM_001101802	92.4713858910219	NM_001101802	PHF21A	51317
hsa-miR-6756-5p	NM_001164178	84.8097	NM_001164178	ENTPD1	953
hsa-miR-6756-5p	NM_203468	92.9237241613763	NM_203468	ENTPD2	954
hsa-miR-6756-5p	NM_001271909	86.0753503022761	NM_001271909	SPATA33	124045
hsa-miR-6756-5p	NM_001199847	95.4409719856053	NM_001199847	SMURF1	57154
hsa-miR-6756-5p	NM_001258395	80.6678857792	NM_001258395	DNAAF19	388389
hsa-miR-6756-5p	NM_006030	98.328043726245	NM_006030	CACNA2D2	9254
hsa-miR-6756-5p	NM_014996	91.61641	NM_014996	PLCH1	23007
hsa-miR-6756-5p	NM_022135	88.1236	NM_022135	POPDC2	64091
hsa-miR-6756-5p	NM_001005505	98.328043726245	NM_001005505	CACNA2D2	9254
hsa-miR-6756-5p	NM_001271907	86.0753503022761	NM_001271907	SPATA33	124045
hsa-miR-6756-5p	NM_004588	87.6960714483743	NM_004588	SCN2B	6327
hsa-miR-6756-5p	NM_001256571	91.029937421161	NM_001256571	RXRG	6258
hsa-miR-6756-5p	NM_001184940	89.4405830140181	NM_001184940	FAM219A	203259
hsa-miR-6756-5p	NM_001300804	92.6473943610856	NM_001300804	MDFI	4188
hsa-miR-6756-5p	NM_015898	84.7332912670765	NM_015898	ZBTB7A	51341
hsa-miR-6756-5p	NM_001080395	86.8550716017927	NM_001080395	AATK	9625
hsa-miR-6756-5p	NM_001190457	90.5435184374058	NM_001190457	CORO2B	10391
hsa-miR-6756-5p	NM_001184772	81.2319489396141	NM_001184772	BCORL1	63035
hsa-miR-6756-5p	NM_001166212	80.591030442	NM_001166212	CLCF1	23529
hsa-miR-6756-5p	NM_001284518	81.9342	NM_001284518	PHF23	79142
hsa-miR-6756-5p	NM_002235	88.0240154014996	NM_002235	KCNA6	3742
hsa-miR-6756-5p	NM_001130923	92.284660086783	NM_001130923	RABL2B	11158
hsa-miR-6756-5p	NM_002230	82.912270666	NM_002230	JUP	3728
hsa-miR-6756-5p	NM_001098833	94.7440275141463	NM_001098833	ATXN7L3	56970
hsa-miR-6756-5p	NM_001109763	89.4027770970092	NM_001109763	GSG1L	146395
hsa-miR-6756-5p	NM_005535	95.7534955438143	NM_005535	IL12RB1	3594
hsa-miR-6756-5p	NM_001204214	81.45821336	NM_001204214	NOS1	4842
hsa-miR-6756-5p	NM_001130991	88.0892675749891	NM_001130991	HYOU1	10525
hsa-miR-6756-5p	NM_001127714	95.6873927419931	NM_001127714	HIVEP3	59269
hsa-miR-6756-5p	NM_001198783	80.0335807018442	NM_001198783	POU2F1	5451
hsa-miR-6756-5p	NM_015005	83.2630809599311	NM_015005	CEP170B	283638
hsa-miR-6756-5p	NM_032387	82.3561	NM_032387	WNK4	65266
hsa-miR-6756-5p	NM_182527	83.3442367645282	NM_182527	CABP7	164633
hsa-miR-6756-5p	NM_001246	93.8046242822703	NM_001246	ENTPD2	954
hsa-miR-6756-5p	NM_001012455	80.5989	NM_001012455	ZSCAN23	222696
hsa-miR-6756-5p	NM_001199862	93.4807345767114	NM_001199862	KCNAB2	8514
hsa-miR-6756-5p	NM_001324015	90.5435184374058	NM_001324015	CORO2B	10391
hsa-miR-6756-5p	NM_001304348	85.9284094558356	NM_001304348	OLFM2	93145
hsa-miR-6756-5p	NM_001184896	85.8880082930731	NM_001184896	PHF8	23133
hsa-miR-6756-5p	NM_001098818	91.64665	NM_001098818	PDE4C	5143
hsa-miR-6756-5p	NM_013246	80.591030442	NM_013246	CLCF1	23529
hsa-miR-6756-5p	NM_005232	91.96464	NM_005232	EPHA1	2041
hsa-miR-6756-5p	NM_006850	89.2427237551	NM_006850	IL24	11009
hsa-miR-6756-5p	NM_001115113	83.9614	NM_001115113	WDR26	80232
